,Description,Director,Runtime (Minutes),Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Success
538,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",Ben Stiller,114,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa,103,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Måns Mårlind,88,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
541,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",Lars von Trier,108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",Marcus Nispel,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,"Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",Olivier Megaton,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
544,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",Len Wiseman,118,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
545,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Brett Ratner,104,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Shawn Levy,98,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,Edward Zwick,112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
548,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",Evan Goldberg,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.,Bong Joon Ho,120,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",Judd Apatow,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
551,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,Duncan Jones,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
552,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",John Hillcoat,116,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",Levan Gabriadze,83,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
554,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",Jon Hurwitz,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,Six short stories that explore the extremities of human behavior involving people in distress.,Damián Szifron,122,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
557,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",François Ozon,113,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
558,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",John Wells,101,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",Mark Waters,104,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560,"The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",Tim Burton,116,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
561,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,James Wan,103,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
562,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",Akiva Schaffer,87,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
563,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Michael Mann,140,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,"The life of Mason, from early childhood to his arrival at college.",Richard Linklater,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Jonathan Liebesman,101,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,David Cronenberg,100,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
567,"The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",Simon Stone,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,David Gordon Green,111,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
569,A shy senior and a down-to-earth junior fall in love over one weekend.,Jon Kasdan,95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
570,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Ben Affleck,114,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
571,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,Paul Feig,117,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,"A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her.",Mia Hansen-Løve,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",Joe Wright,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
574,A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.,Alejandro Amenábar,106,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
575,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Seth MacFarlane,115,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
576,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,Michael Bay,129,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Edward Zwick,143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,Daniel Espinosa,137,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Kathryn Bigelow,131,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
580,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Martin Campbell,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",Frank Darabont,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
582,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",Mikael Håfström,115,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
583,"Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",Christian Ditter,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",Ari Sandel,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Japanese agents close in as members of the Korean resistance plan an attack in 1920's Seoul.,Jee-woon Kim,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
586,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",Francis Lawrence,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,112,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
588,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",Whit Stillman,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
589,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",Harald Zwart,130,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
590,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Gabriele Muccino,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
591,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",Tom Hooper,118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Steve McQueen,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,Doug Liman,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,103,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",Tomas Alfredson,122,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
596,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,Paul W.S. Anderson,96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
597,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.",Gauri Shinde,151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
598,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",Paul W.S. Anderson,105,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Ang Lee,127,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
600,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,Mike Cahill,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
601,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Len Wiseman,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
602,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",Seth MacFarlane,106,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
603,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",Robert Schwentke,111,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
604,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",Baz Luhrmann,165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,George Tillman Jr.,98,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,John Krasinski,88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,"Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.",David Dobkin,141,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,John Crowley,96,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
609,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Michael Bay,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
